event_id,trip_id,vehicle_id,timestamp,request_source,need_service,resolved_service_type,requested_service_type,allowed_service_types,request_valid,reason_code,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,vehicle_model,vehicle_type,battery_capacity_kwh,usable_capacity_kwh,installed_battery_modules,swap_supported,charging_supported,public_swap_compatible,split
DE000755,T0029,V0029,2026-09-01T08:57:10.913327999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.568,53.87,1.796,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000756,T0029,V0029,2026-09-01T08:57:10.913327999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.568,53.87,1.796,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000757,T0029,V0029,2026-09-01T08:58:02.471807999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.451,53.52,1.438,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000758,T0029,V0029,2026-09-01T08:58:02.471807999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.451,53.52,1.438,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000759,T0029,V0029,2026-09-01T08:58:02.471807999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.451,53.52,1.438,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000760,T0029,V0029,2026-09-01T08:59:01.618656+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.317,53.11,1.028,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000761,T0029,V0029,2026-09-01T08:59:01.618656+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.317,53.11,1.028,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000762,T0029,V0029,2026-09-01T08:59:01.618656+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.317,53.11,1.028,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000763,T0029,V0029,2026-09-01T09:00:00.999120+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.183,52.69,0.615,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000764,T0029,V0029,2026-09-01T09:00:00.999120+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.183,52.69,0.615,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000765,T0029,V0029,2026-09-01T09:00:00.999120+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.183,52.69,0.615,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000766,T0029,V0029,2026-09-01T09:00:56.728656+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.056,52.31,0.228,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000767,T0029,V0029,2026-09-01T09:00:56.728656+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.056,52.31,0.228,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000768,T0029,V0029,2026-09-01T09:00:56.728656+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.056,52.31,0.228,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000769,T0030,V0030,2026-09-01T09:01:15.547767999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.442,12.48,4.4,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000770,T0030,V0030,2026-09-01T09:01:15.547767999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.442,12.48,4.4,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000771,T0030,V0030,2026-09-01T09:01:15.547767999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.442,12.48,4.4,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000772,T0030,V0030,2026-09-01T09:02:47.832923999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.678,11.93,3.854,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000773,T0030,V0030,2026-09-01T09:02:47.832923999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.678,11.93,3.854,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000774,T0030,V0030,2026-09-01T09:02:47.832923999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.678,11.93,3.854,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000775,T0030,V0030,2026-09-01T09:04:28.295932+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,15.805,11.31,3.229,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000776,T0030,V0030,2026-09-01T09:04:28.295932+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,15.805,11.31,3.229,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000777,T0030,V0030,2026-09-01T09:04:28.295932+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,15.805,11.31,3.229,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000778,T0030,V0030,2026-09-01T09:06:11.114498+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,15.007,10.74,2.658,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000779,T0030,V0030,2026-09-01T09:06:11.114498+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,15.007,10.74,2.658,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000780,T0030,V0030,2026-09-01T09:06:11.114498+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,15.007,10.74,2.658,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000781,T0030,V0030,2026-09-01T09:08:11.247698+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,14.167,10.14,2.057,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000782,T0030,V0030,2026-09-01T09:08:11.247698+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,14.167,10.14,2.057,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000783,T0030,V0030,2026-09-01T09:08:11.247698+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,14.167,10.14,2.057,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000784,T0030,V0030,2026-09-01T09:09:52.338898+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,13.461,9.63,1.552,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000785,T0030,V0030,2026-09-01T09:09:52.338898+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,13.461,9.63,1.552,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000786,T0030,V0030,2026-09-01T09:09:52.338898+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,13.461,9.63,1.552,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000787,T0030,V0030,2026-09-01T09:11:38.026964666+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,12.722,9.1,1.023,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000788,T0030,V0030,2026-09-01T09:11:38.026964666+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,12.722,9.1,1.023,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000789,T0030,V0030,2026-09-01T09:11:38.026964666+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,12.722,9.1,1.023,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000790,T0030,V0030,2026-09-01T09:13:42.319498+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,11.854,8.48,0.402,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000791,T0030,V0030,2026-09-01T09:13:42.319498+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,11.854,8.48,0.402,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000792,T0030,V0030,2026-09-01T09:13:42.319498+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,11.854,8.48,0.402,1.0,FELIZ_S,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000793,T0031,V0031,2026-09-01T09:06:51.764559999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.916,54.94,3.032,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000794,T0031,V0031,2026-09-01T09:06:51.764559999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.916,54.94,3.032,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000795,T0031,V0031,2026-09-01T09:06:51.764559999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.916,54.94,3.032,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000796,T0031,V0031,2026-09-01T09:08:10.471400+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.787,54.55,2.639,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000797,T0031,V0031,2026-09-01T09:08:10.471400+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.787,54.55,2.639,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000798,T0031,V0031,2026-09-01T09:08:10.471400+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.787,54.55,2.639,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000799,T0031,V0031,2026-09-01T09:09:10.366733333+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.69,54.25,2.339,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000800,T0031,V0031,2026-09-01T09:09:10.366733333+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.69,54.25,2.339,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000801,T0031,V0031,2026-09-01T09:09:10.366733333+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.69,54.25,2.339,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000802,T0031,V0031,2026-09-01T09:10:15.478848+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.548,53.81,1.904,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000803,T0031,V0031,2026-09-01T09:10:15.478848+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.548,53.81,1.904,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000804,T0031,V0031,2026-09-01T09:10:15.478848+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.548,53.81,1.904,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000805,T0031,V0031,2026-09-01T09:11:13.439040+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.416,53.41,1.501,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000806,T0031,V0031,2026-09-01T09:11:13.439040+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.416,53.41,1.501,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000807,T0031,V0031,2026-09-01T09:11:13.439040+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.416,53.41,1.501,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000808,T0031,V0031,2026-09-01T09:12:17.432498938+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.268,52.96,1.046,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000809,T0031,V0031,2026-09-01T09:12:17.432498938+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.268,52.96,1.046,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000810,T0031,V0031,2026-09-01T09:12:17.432498938+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.268,52.96,1.046,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000811,T0031,V0031,2026-09-01T09:12:56.684537766+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.145,52.58,0.67,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000812,T0031,V0031,2026-09-01T09:12:56.684537766+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.145,52.58,0.67,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000813,T0031,V0031,2026-09-01T09:12:56.684537766+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.145,52.58,0.67,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000814,T0031,V0031,2026-09-01T09:13:39.710578285+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.009,52.16,0.252,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000815,T0031,V0031,2026-09-01T09:13:39.710578285+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.009,52.16,0.252,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000816,T0031,V0031,2026-09-01T09:13:39.710578285+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.009,52.16,0.252,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000817,T0032,V0032,2026-09-01T09:13:58.700435999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.767,54.49,6.359,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000818,T0032,V0032,2026-09-01T09:13:58.700435999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.767,54.49,6.359,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000819,T0032,V0032,2026-09-01T09:13:58.700435999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.767,54.49,6.359,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000820,T0032,V0032,2026-09-01T09:17:01.868640+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.415,53.41,5.396,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000821,T0032,V0032,2026-09-01T09:17:01.868640+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.415,53.41,5.396,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000822,T0032,V0032,2026-09-01T09:17:01.868640+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.415,53.41,5.396,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000823,T0032,V0032,2026-09-01T09:19:43.115340800+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.084,52.39,4.49,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000824,T0032,V0032,2026-09-01T09:19:43.115340800+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.084,52.39,4.49,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000825,T0032,V0032,2026-09-01T09:19:43.115340800+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.084,52.39,4.49,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000826,T0032,V0032,2026-09-01T09:22:19.151920+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.752,51.37,3.579,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000827,T0032,V0032,2026-09-01T09:22:19.151920+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.752,51.37,3.579,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000828,T0032,V0032,2026-09-01T09:22:19.151920+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.752,51.37,3.579,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000829,T0032,V0032,2026-09-01T09:24:27.265151999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.505,50.62,2.904,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000830,T0032,V0032,2026-09-01T09:24:27.265151999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.505,50.62,2.904,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000831,T0032,V0032,2026-09-01T09:24:27.265151999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.505,50.62,2.904,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000832,T0032,V0032,2026-09-01T09:26:40.160383999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.25,49.83,2.205,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000833,T0032,V0032,2026-09-01T09:26:40.160383999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.25,49.83,2.205,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000834,T0032,V0032,2026-09-01T09:26:40.160383999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.25,49.83,2.205,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000835,T0032,V0032,2026-09-01T09:29:02.226329999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,15.974,48.99,1.451,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000836,T0032,V0032,2026-09-01T09:29:02.226329999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,15.974,48.99,1.451,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000837,T0032,V0032,2026-09-01T09:29:02.226329999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,15.974,48.99,1.451,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000838,T0032,V0032,2026-09-01T09:31:44.403611999+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,15.666,48.04,0.605,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000839,T0032,V0032,2026-09-01T09:31:44.403611999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,15.666,48.04,0.605,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000840,T0032,V0032,2026-09-01T09:31:44.403611999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,15.666,48.04,0.605,1.0,VF_7_ECO,EV_CAR,59.6,54.83,,False,True,False,train
DE000841,T0033,V0033,2026-09-01T09:19:56.880200+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,6.183,4.42,6.069,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000842,T0033,V0033,2026-09-01T09:19:56.880200+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,6.183,4.42,6.069,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000843,T0033,V0033,2026-09-01T09:19:56.880200+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,6.183,4.42,6.069,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000844,T0033,V0033,2026-09-01T09:22:20.208400+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,5.182,3.71,5.353,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000845,T0033,V0033,2026-09-01T09:22:20.208400+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,5.182,3.71,5.353,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000846,T0033,V0033,2026-09-01T09:22:20.208400+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,5.182,3.71,5.353,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000847,T0033,V0033,2026-09-01T09:23:41.416852500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,4.201,3.01,4.651,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000848,T0033,V0033,2026-09-01T09:23:41.416852500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,4.201,3.01,4.651,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000849,T0033,V0033,2026-09-01T09:23:41.416852500+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,4.201,3.01,4.651,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000850,T0033,V0033,2026-09-01T09:25:38.261217500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,3.02,2.16,3.806,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000851,T0033,V0033,2026-09-01T09:25:38.261217500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,3.02,2.16,3.806,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000852,T0033,V0033,2026-09-01T09:25:38.261217500+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,3.02,2.16,3.806,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000853,T0033,V0033,2026-09-01T09:28:23.839497500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,1.787,1.28,2.924,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000854,T0033,V0033,2026-09-01T09:28:23.839497500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,1.787,1.28,2.924,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000855,T0033,V0033,2026-09-01T09:28:23.839497500+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,1.787,1.28,2.924,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000856,T0033,V0033,2026-09-01T09:31:01.065745500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,0.628,0.45,2.094,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000857,T0033,V0033,2026-09-01T09:31:01.065745500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,0.628,0.45,2.094,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000858,T0033,V0033,2026-09-01T09:31:01.065745500+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,0.628,0.45,2.094,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000859,T0033,V0033,2026-09-01T09:33:07.002473500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC_AND_INSUFFICIENT_RANGE,0.0,0.0,1.36,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
DE000860,T0033,V0033,2026-09-01T09:33:07.002473500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,0.0,0.0,1.36,1.0,KLARA_S_2022,EV_MOTORBIKE,3.5,3.22,,False,True,False,train
