event_id,trip_id,timestamp,snapshot_index,trip_progress_pct,need_service,resolved_service_type,service_type,reason_code,request_source,requested_service_type,allowed_service_types,request_valid,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,vehicle_id,vehicle_model,vehicle_type,swap_supported,charging_supported,public_swap_compatible,installed_battery_modules,battery_capacity_kwh,usable_capacity_kwh,consumption_wh_per_km,minimum_safe_soc_pct,charging_interface_class,battery_type,split
DE001149,T0045,2026-09-01T10:41:07.087521999+07:00,7,81.84,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,5.359,3.83,1.054,1.0,V0045,FELIZ_S,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001150,T0045,2026-09-01T10:42:10.430403999+07:00,8,91.09,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,4.609,3.3,0.517,1.0,V0045,FELIZ_S,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001151,T0045,2026-09-01T10:42:10.430403999+07:00,8,91.09,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,4.609,3.3,0.517,1.0,V0045,FELIZ_S,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001152,T0045,2026-09-01T10:42:10.430403999+07:00,8,91.09,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,4.609,3.3,0.517,1.0,V0045,FELIZ_S,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001153,T0046,2026-09-01T10:37:26.112999999+07:00,1,8.61,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.86,54.77,4.572,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001154,T0046,2026-09-01T10:37:26.112999999+07:00,1,8.61,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.86,54.77,4.572,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001155,T0046,2026-09-01T10:37:26.112999999+07:00,1,8.61,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.86,54.77,4.572,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001156,T0046,2026-09-01T10:39:08.033096+07:00,2,21.85,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.644,54.11,3.91,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001157,T0046,2026-09-01T10:39:08.033096+07:00,2,21.85,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.644,54.11,3.91,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001158,T0046,2026-09-01T10:39:08.033096+07:00,2,21.85,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.644,54.11,3.91,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001159,T0046,2026-09-01T10:40:54.592688+07:00,3,34.27,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.441,53.49,3.288,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001160,T0046,2026-09-01T10:40:54.592688+07:00,3,34.27,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.441,53.49,3.288,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001161,T0046,2026-09-01T10:40:54.592688+07:00,3,34.27,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.441,53.49,3.288,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001162,T0046,2026-09-01T10:42:01.223144+07:00,4,43.52,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.29,53.02,2.826,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001163,T0046,2026-09-01T10:42:01.223144+07:00,4,43.52,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.29,53.02,2.826,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001164,T0046,2026-09-01T10:42:01.223144+07:00,4,43.52,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.29,53.02,2.826,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001165,T0046,2026-09-01T10:44:04.550976+07:00,5,56.94,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.071,52.35,2.154,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001166,T0046,2026-09-01T10:44:04.550976+07:00,5,56.94,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.071,52.35,2.154,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001167,T0046,2026-09-01T10:44:04.550976+07:00,5,56.94,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.071,52.35,2.154,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001168,T0046,2026-09-01T10:46:26.960420444+07:00,6,71.17,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,16.839,51.64,1.442,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001169,T0046,2026-09-01T10:46:26.960420444+07:00,6,71.17,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,16.839,51.64,1.442,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001170,T0046,2026-09-01T10:46:26.960420444+07:00,6,71.17,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,16.839,51.64,1.442,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001171,T0046,2026-09-01T10:48:21.864776+07:00,7,82.65,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,16.652,51.07,0.868,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001172,T0046,2026-09-01T10:48:21.864776+07:00,7,82.65,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,16.652,51.07,0.868,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001173,T0046,2026-09-01T10:48:21.864776+07:00,7,82.65,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,16.652,51.07,0.868,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001174,T0046,2026-09-01T10:49:51.979633142+07:00,8,91.66,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,16.505,50.61,0.417,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001175,T0046,2026-09-01T10:49:51.979633142+07:00,8,91.66,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,16.505,50.61,0.417,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001176,T0046,2026-09-01T10:49:51.979633142+07:00,8,91.66,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,16.505,50.61,0.417,1.0,V0046,VF_7_ECO,EV_CAR,False,True,False,,59.6,54.83,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE001177,T0047,2026-09-01T10:42:57.987400+07:00,1,4.15,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,15.595,11.16,6.701,1.005,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001178,T0047,2026-09-01T10:42:57.987400+07:00,1,4.15,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,15.595,11.16,6.701,1.005,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001179,T0047,2026-09-01T10:42:57.987400+07:00,1,4.15,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,15.595,11.16,6.701,1.005,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001180,T0047,2026-09-01T10:42:57.987400+07:00,1,4.15,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,15.595,11.16,6.701,1.005,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001181,T0047,2026-09-01T10:45:20.894679999+07:00,2,15.12,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,14.523,10.39,5.934,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001182,T0047,2026-09-01T10:45:20.894679999+07:00,2,15.12,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,14.523,10.39,5.934,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001183,T0047,2026-09-01T10:45:20.894679999+07:00,2,15.12,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,14.523,10.39,5.934,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001184,T0047,2026-09-01T10:45:20.894679999+07:00,2,15.12,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,14.523,10.39,5.934,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001185,T0047,2026-09-01T10:47:35.591559999+07:00,3,25.51,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,13.508,9.67,5.207,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001186,T0047,2026-09-01T10:47:35.591559999+07:00,3,25.51,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,13.508,9.67,5.207,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001187,T0047,2026-09-01T10:47:35.591559999+07:00,3,25.51,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,13.508,9.67,5.207,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001188,T0047,2026-09-01T10:47:35.591559999+07:00,3,25.51,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,13.508,9.67,5.207,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001189,T0047,2026-09-01T10:49:55.431215999+07:00,4,36.08,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,12.475,8.93,4.469,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001190,T0047,2026-09-01T10:49:55.431215999+07:00,4,36.08,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,12.475,8.93,4.469,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001191,T0047,2026-09-01T10:49:55.431215999+07:00,4,36.08,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,12.475,8.93,4.469,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001192,T0047,2026-09-01T10:49:55.431215999+07:00,4,36.08,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,12.475,8.93,4.469,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001193,T0047,2026-09-01T10:52:03.272192+07:00,5,47.04,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,11.404,8.16,3.702,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001194,T0047,2026-09-01T10:52:03.272192+07:00,5,47.04,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,11.404,8.16,3.702,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001195,T0047,2026-09-01T10:52:03.272192+07:00,5,47.04,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,11.404,8.16,3.702,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001196,T0047,2026-09-01T10:52:03.272192+07:00,5,47.04,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,11.404,8.16,3.702,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001197,T0047,2026-09-01T10:54:53.760240+07:00,6,61.93,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,9.949,7.12,2.661,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001198,T0047,2026-09-01T10:54:53.760240+07:00,6,61.93,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,9.949,7.12,2.661,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001199,T0047,2026-09-01T10:54:53.760240+07:00,6,61.93,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,9.949,7.12,2.661,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001200,T0047,2026-09-01T10:54:53.760240+07:00,6,61.93,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,9.949,7.12,2.661,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001201,T0047,2026-09-01T10:58:10.596120+07:00,7,76.65,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,8.511,6.09,1.632,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001202,T0047,2026-09-01T10:58:10.596120+07:00,7,76.65,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,8.511,6.09,1.632,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001203,T0047,2026-09-01T10:58:10.596120+07:00,7,76.65,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,8.511,6.09,1.632,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001204,T0047,2026-09-01T10:58:10.596120+07:00,7,76.65,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,8.511,6.09,1.632,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001205,T0047,2026-09-01T11:00:33.010872+07:00,8,90.8,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,7.129,5.1,0.643,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001206,T0047,2026-09-01T11:00:33.010872+07:00,8,90.8,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,7.129,5.1,0.643,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001207,T0047,2026-09-01T11:00:33.010872+07:00,8,90.8,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,7.129,5.1,0.643,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001208,T0047,2026-09-01T11:00:33.010872+07:00,8,90.8,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,7.129,5.1,0.643,1.0,V0009,FELIZ_II,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE001209,T0048,2026-09-01T10:49:14.941279875+07:00,1,8.48,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,17.317,12.39,5.279,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001210,T0048,2026-09-01T10:49:14.941279875+07:00,1,8.48,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,17.317,12.39,5.279,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001211,T0048,2026-09-01T10:49:14.941279875+07:00,1,8.48,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,17.317,12.39,5.279,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001212,T0048,2026-09-01T10:51:03.488003333+07:00,2,21.03,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,16.305,11.67,4.555,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001213,T0048,2026-09-01T10:51:03.488003333+07:00,2,21.03,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,16.305,11.67,4.555,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001214,T0048,2026-09-01T10:51:03.488003333+07:00,2,21.03,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,16.305,11.67,4.555,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001215,T0048,2026-09-01T10:52:51.186355333+07:00,3,32.27,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,15.399,11.02,3.906,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001216,T0048,2026-09-01T10:52:51.186355333+07:00,3,32.27,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,15.399,11.02,3.906,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001217,T0048,2026-09-01T10:52:51.186355333+07:00,3,32.27,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,15.399,11.02,3.906,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
DE001218,T0048,2026-09-01T10:54:31.883565999+07:00,4,43.01,True,CHARGING,CHARGING,LOW_SOC,AUTO_DETECTED,,['CHARGING'],,14.533,10.4,3.287,1.0,V0048,KLARA_S_2022,EV_MOTORBIKE,False,True,False,,3.5,3.22,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,FIXED_OR_INTEGRATED_LFP,train
