event_id,trip_id,split,need_service
DE003393,T0134,train,True
DE003396,T0134,train,True
DE003399,T0134,train,True
DE003402,T0134,train,True
DE003405,T0134,train,True
DE003408,T0134,train,True
DE003411,T0134,train,True
DE003414,T0134,train,True
DE003417,T0135,train,True
DE003421,T0135,train,True
DE003425,T0135,train,True
DE003429,T0135,train,True
DE003433,T0135,train,True
DE003437,T0135,train,True
DE003441,T0135,train,True
DE003445,T0135,train,True
DE003449,T0136,train,True
DE003452,T0136,train,True
DE003455,T0136,train,True
DE003458,T0136,train,True
DE003461,T0136,train,True
DE003464,T0136,train,True
DE003467,T0136,train,True
DE003470,T0136,train,True
DE003473,T0137,validation,True
DE003476,T0137,validation,True
DE003479,T0137,validation,True
DE003482,T0137,validation,True
DE003485,T0137,validation,True
DE003488,T0137,validation,True
DE003491,T0137,validation,True
DE003494,T0137,validation,True
DE003497,T0138,validation,True
DE003501,T0138,validation,True
DE003505,T0138,validation,True
DE003509,T0138,validation,True
DE003513,T0138,validation,True
DE003517,T0138,validation,True
DE003521,T0138,validation,True
DE003525,T0138,validation,True
DE003529,T0139,train,False
DE003532,T0139,train,False
DE003535,T0139,train,False
DE003538,T0139,train,False
DE003541,T0139,train,False
DE003544,T0139,train,False
DE003547,T0139,train,False
DE003550,T0139,train,False
DE003553,T0140,train,False
DE003556,T0140,train,False
DE003559,T0140,train,False
DE003562,T0140,train,False
DE003565,T0140,train,False
DE003568,T0140,train,False
DE003571,T0140,train,False
DE003574,T0140,train,False
DE003577,T0141,validation,False
DE003581,T0141,validation,False
DE003585,T0141,validation,False
DE003589,T0141,validation,False
DE003593,T0141,validation,False
DE003597,T0141,validation,False
DE003601,T0141,validation,False
DE003605,T0141,validation,False
DE003609,T0142,validation,False
DE003612,T0142,validation,False
DE003615,T0142,validation,False
DE003618,T0142,validation,False
DE003621,T0142,validation,False
DE003624,T0142,validation,False
DE003627,T0142,validation,False
DE003630,T0142,validation,False
DE003633,T0143,test,True
DE003636,T0143,test,True
DE003639,T0143,test,True
DE003642,T0143,test,True
DE003645,T0143,test,True
DE003648,T0143,test,True
DE003651,T0143,test,True
DE003654,T0143,test,True
DE003657,T0144,train,True
DE003660,T0144,train,True
DE003663,T0144,train,True
DE003666,T0144,train,True
DE003669,T0144,train,True
DE003672,T0144,train,True
DE003675,T0144,train,True
DE003678,T0144,train,True
DE003681,T0145,validation,True
DE003684,T0145,validation,True
DE003687,T0145,validation,True
DE003690,T0145,validation,True
DE003693,T0145,validation,True
DE003696,T0145,validation,True
DE003699,T0145,validation,True
DE003702,T0145,validation,True
DE003705,T0146,test,True
DE003708,T0146,test,True
DE003711,T0146,test,True
DE003714,T0146,test,True
DE003717,T0146,test,True
DE003720,T0146,test,True
DE003723,T0146,test,True
DE003726,T0146,test,True
DE003729,T0147,train,True
DE003732,T0147,train,True
DE003735,T0147,train,True
DE003738,T0147,train,True
DE003741,T0147,train,True
DE003744,T0147,train,True
DE003747,T0147,train,True
DE003750,T0147,train,True
DE003753,T0148,test,False
DE003756,T0148,test,False
DE003759,T0148,test,False
DE003762,T0148,test,False
DE003765,T0148,test,False
DE003768,T0148,test,False
DE003771,T0148,test,False
DE003774,T0148,test,False
DE003777,T0149,train,False
DE003780,T0149,train,False
DE003783,T0149,train,False
DE003786,T0149,train,False
DE003789,T0149,train,False
DE003792,T0149,train,False
DE003795,T0149,train,False
DE003798,T0149,train,False
DE003801,T0150,train,True
DE003804,T0150,train,True
DE003807,T0150,train,True
DE003810,T0150,train,True
DE003813,T0150,train,True
DE003816,T0150,train,True
DE003819,T0150,train,True
DE003822,T0150,train,True
